Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.152382,0.093866,22.546034,0.624659,12.004647,138.667480,0.111135,0.013997
2,0.131120,0.085519,23.287949,0.636548,12.012926,144.529449,0.111347,0.013698
3,0.128087,0.090375,22.405577,0.622998,12.268013,120.348083,0.074980,0.013668
4,0.126485,0.105788,20.642811,0.602493,13.894175,166.066925,0.127994,0.018300
5,0.125784,0.069135,24.628115,0.663936,11.823758,112.935760,0.078905,0.013793
6,0.125285,0.092767,21.664602,0.617875,13.289837,117.157242,0.077327,0.011661
7,0.125127,0.090418,22.604422,0.673109,12.277183,80.256531,0.038906,0.009557
8,0.125017,0.089585,22.921482,0.636876,12.769497,95.318260,0.040588,0.008568
9,0.124706,0.079046,23.607561,0.629942,11.719659,70.154831,0.027767,0.009856
10,0.124493,0.075221,24.163799,0.660049,11.688481,67.830414,0.027574,0.010455
11,0.124293,0.093582,22.155724,0.589716,12.715288,62.499340,0.021199,0.006841
12,0.124068,0.089959,21.793535,0.619916,13.132888,71.398659,0.023365,0.007789
13,0.123769,0.078604,23.819530,0.657740,11.490207,66.039368,0.025067,0.009595
14,0.123571,0.094046,20.080698,0.628260,13.728568,81.131462,0.029532,0.007924
15,0.123253,0.084676,21.498161,0.629378,12.572692,73.756035,0.023962,0.006804
16,0.123243,0.080412,23.436832,0.637675,11.617399,65.408195,0.021473,0.005925
17,0.122806,0.098480,20.484400,0.608284,13.292252,76.877304,0.026007,0.007398
18,0.122869,0.103328,19.576000,0.634785,13.696776,80.369751,0.025659,0.006397
19,0.122775,0.098770,20.315376,0.594576,13.303831,80.826599,0.026617,0.007480
20,0.122342,0.094614,20.968184,0.620793,13.052026,69.616829,0.018895,0.005256
21,0.122365,0.085568,22.126469,0.636119,12.123463,67.368637,0.022075,0.005932
22,0.122336,0.086877,21.680218,0.620244,12.099424,75.311501,0.026508,0.005823
23,0.122349,0.096854,20.095177,0.608330,13.788492,76.988510,0.024585,0.005906
24,0.122178,0.091765,21.424078,0.620503,12.515188,68.059677,0.020176,0.005962
25,0.121994,0.107480,19.583822,0.614110,13.575479,79.615471,0.025990,0.006481
26,0.121907,0.097876,19.973688,0.624799,13.170653,81.416489,0.027421,0.006272
27,0.121697,0.081119,22.765930,0.608768,11.926766,68.621552,0.026519,0.006625
28,0.121893,0.089096,22.220873,0.637884,12.218764,69.613823,0.024884,0.006617
29,0.121552,0.086283,21.941603,0.599985,12.113164,69.090309,0.023160,0.006375
30,0.121699,0.094355,20.921198,0.603564,12.812885,75.159225,0.027245,0.006574
31,0.121278,0.090774,21.478535,0.618920,12.193001,77.133606,0.032425,0.007647
32,0.121431,0.087929,22.553045,0.577651,12.129399,71.258286,0.030431,0.006557
33,0.121351,0.126160,17.273758,0.554569,15.265940,103.310608,0.036251,0.007833
34,0.121400,0.120733,19.078585,0.558101,13.825921,82.164925,0.024870,0.006100
35,0.121393,0.082809,22.928326,0.620923,11.576800,70.723045,0.029993,0.008211
36,0.121012,0.087167,21.322290,0.626988,12.810501,76.883179,0.028482,0.005686
37,0.121384,0.115235,18.397610,0.580168,14.203491,86.573952,0.026956,0.007944
38,0.121233,0.085116,22.395836,0.662161,12.153797,70.518005,0.026755,0.005980
39,0.121065,0.080541,23.307425,0.614679,11.846852,69.970650,0.031030,0.008638
40,0.120938,0.109984,19.392162,0.578945,13.176939,79.918648,0.027138,0.009403
41,0.121081,0.095772,21.121944,0.599243,12.749178,70.755867,0.025784,0.006945
42,0.121087,0.090876,21.389997,0.620487,12.445348,72.478935,0.028482,0.008559
43,0.121045,0.105651,19.338890,0.585867,13.544570,84.784775,0.030744,0.008133
44,0.120840,0.095622,21.322197,0.584064,12.587944,71.685738,0.027163,0.007931
45,0.121042,0.085453,22.217663,0.630152,12.190389,69.165413,0.026159,0.007736
46,0.120861,0.078511,23.170286,0.629759,11.358587,66.175224,0.026506,0.008605
47,0.120942,0.095188,21.066153,0.591639,12.651296,77.982216,0.030607,0.007473
48,0.121021,0.099834,20.320242,0.608419,12.936155,76.625786,0.026185,0.005661
49,0.120645,0.088108,22.058514,0.593903,12.248423,68.852051,0.025640,0.005621
50,0.120871,0.090144,21.169872,0.607121,12.754877,74.662033,0.026556,0.006839
test,,0.108990,20.515022,0.577123,15.662830,114.228485,0.123472,0.018525
