epoch,train_l1,val_l1
1,0.15268005351598396,0.10510390996932983
2,0.1307161482465491,0.10135190933942795
3,0.12823873752323617,0.10263629853725434
4,0.12682724015802224,0.10115465819835663
5,0.12505618894307927,0.1036518469452858
6,0.12447281745100149,0.09860788583755493
7,0.1240451358118901,0.1002589851617813
8,0.12384626819445045,0.10472557693719864
9,0.12389968174232555,0.1050560250878334
10,0.12350343836136861,0.10734358727931977
11,0.1233535252930971,0.1022708147764206
12,0.12326407126543029,0.10393250435590744
13,0.12318206046365861,0.10626464188098908
14,0.12272420550719024,0.1040085345506668
15,0.1226346472093471,0.10260407626628876
16,0.12204022739911527,0.11046873778104782
17,0.12222071296807588,0.10309004187583923
18,0.12172739147420862,0.10662147402763367
19,0.12159564001710421,0.10444744676351547
20,0.1216774211292612,0.10051693022251129
21,0.12140701866181862,0.10325237214565278
22,0.12123255660562669,0.10805596560239791
23,0.12094966085283111,0.10332525819540024
24,0.12130412190113886,0.10928646922111511
25,0.12084765909664114,0.10468013137578965
26,0.12073480100957702,0.10533310174942016
27,0.12041173879726323,0.10604562908411026
28,0.1203421268362462,0.10763899832963944
29,0.12013095503038759,0.10820687264204025
30,0.12009819933380582,0.10638391822576523
31,0.11991601072990862,0.11186877191066742
32,0.11983251799367388,0.1082985207438469
33,0.11979710125331904,0.10726663917303085
34,0.11964338392658463,0.11036743223667145
35,0.12002047485304901,0.12449362725019456
36,0.11964269176964466,0.10894932895898819
37,0.11996521770794334,0.11226513534784317
38,0.11948247696934693,0.10599800497293473
39,0.11955563088045043,0.10406184494495392
40,0.12023455310043636,0.10749411880970001
41,0.11918437902793168,0.10559532344341278
42,0.11925422014324019,0.1080084577202797
43,0.11936676733735099,0.10711732059717179
44,0.11885526967272363,0.10576460510492325
45,0.11912981324077611,0.10702465027570725
46,0.11943896606604472,0.10500015020370483
47,0.11924586061178519,0.11027442663908005
48,0.11927532246061688,0.10668192207813262
49,0.11919855719317379,0.11353433281183242
50,0.11936636293461751,0.11423782259225845
