Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.152680,0.105104,19.482735,0.565803,15.092654,215.638031,0.223057,0.021113
2,0.130716,0.101352,19.644777,0.573299,14.904040,223.495316,0.230429,0.019362
3,0.128239,0.102636,19.634605,0.574387,15.210677,198.411194,0.188751,0.017205
4,0.126827,0.101155,19.511879,0.569695,15.209296,175.167664,0.159651,0.019691
5,0.125056,0.103652,19.489986,0.573061,15.478154,186.416199,0.178074,0.019095
6,0.124473,0.098608,19.612946,0.589272,14.950528,159.870804,0.139229,0.014528
7,0.124045,0.100259,19.625687,0.577173,15.015517,160.478882,0.138457,0.020087
8,0.123846,0.104726,19.421015,0.576892,15.362439,130.239807,0.092446,0.014054
9,0.123900,0.105056,19.341372,0.560941,14.905895,137.438675,0.114958,0.018077
10,0.123503,0.107344,19.164618,0.547462,15.265588,121.298630,0.082644,0.013063
11,0.123354,0.102271,19.408026,0.568417,14.659756,111.315994,0.067841,0.014894
12,0.123264,0.103933,19.292807,0.562844,15.013253,126.815224,0.089186,0.014658
13,0.123182,0.106265,19.420021,0.566031,15.027151,126.026558,0.089010,0.016247
14,0.122724,0.104009,19.261856,0.564573,14.873437,129.416458,0.092195,0.014470
15,0.122635,0.102604,19.346111,0.570596,14.850072,117.485962,0.077123,0.013608
16,0.122040,0.110469,19.109982,0.545008,14.740409,123.806831,0.083698,0.014579
17,0.122221,0.103090,19.415695,0.563779,14.832697,123.322319,0.083738,0.016548
18,0.121727,0.106621,19.357534,0.555201,14.853676,128.614517,0.095488,0.016907
19,0.121596,0.104447,19.306248,0.566335,14.827730,128.489944,0.093219,0.016542
20,0.121677,0.100517,19.465492,0.582131,14.454355,134.566376,0.100798,0.017867
21,0.121407,0.103252,19.445047,0.568986,14.415867,130.134583,0.102315,0.017544
22,0.121233,0.108056,19.265406,0.553356,14.699075,131.189713,0.096707,0.018755
23,0.120950,0.103325,19.366556,0.567938,14.685800,136.466171,0.104388,0.016569
24,0.121304,0.109286,19.163717,0.544553,14.415994,126.878937,0.090788,0.014637
25,0.120848,0.104680,19.303329,0.559512,14.624860,131.713547,0.096594,0.016427
26,0.120735,0.105333,19.390568,0.557933,14.329056,131.819534,0.099966,0.017506
27,0.120412,0.106046,19.330980,0.554280,14.436381,134.918747,0.101097,0.015469
28,0.120342,0.107639,19.143402,0.540553,14.374040,132.198273,0.099840,0.017384
29,0.120131,0.108207,19.172081,0.549604,14.500019,136.311584,0.108889,0.019155
30,0.120098,0.106384,19.215675,0.543630,14.283310,145.779068,0.127179,0.022753
31,0.119916,0.111869,19.256382,0.542327,14.391422,134.017136,0.101562,0.017149
32,0.119833,0.108299,19.350956,0.554071,14.137656,130.937210,0.096697,0.016532
33,0.119797,0.107267,19.243347,0.538353,14.146808,136.085281,0.113359,0.019058
34,0.119643,0.110367,19.169012,0.543260,14.532038,134.392838,0.106032,0.015909
35,0.120020,0.124494,18.617615,0.521200,14.644644,139.370789,0.115383,0.019264
36,0.119643,0.108949,19.162264,0.532256,14.377925,128.408264,0.097224,0.019270
37,0.119965,0.112265,19.113594,0.530573,14.541234,134.584702,0.106393,0.018528
38,0.119482,0.105998,19.267984,0.556141,14.275795,131.463379,0.098698,0.015956
39,0.119556,0.104062,19.352919,0.552928,14.320758,140.571365,0.117661,0.021294
40,0.120235,0.107494,19.163401,0.548730,14.449828,133.363983,0.097957,0.013980
41,0.119184,0.105595,19.255779,0.555739,14.301115,138.304077,0.110573,0.017775
42,0.119254,0.108008,19.307478,0.542759,14.006043,137.068192,0.110233,0.018842
43,0.119367,0.107117,19.283445,0.549022,14.516669,131.100113,0.099927,0.016186
44,0.118855,0.105765,19.242510,0.554450,14.293831,136.483688,0.109103,0.016767
45,0.119130,0.107025,19.220182,0.541954,14.076232,138.997711,0.112392,0.018233
46,0.119439,0.105000,19.357168,0.555747,14.399496,131.967697,0.103024,0.017316
47,0.119246,0.110274,19.312876,0.542312,14.423393,139.038498,0.113212,0.019093
48,0.119275,0.106682,19.287811,0.553207,14.465565,128.820892,0.097847,0.017259
49,0.119199,0.113534,19.109819,0.524831,14.565310,130.402649,0.096748,0.017873
50,0.119366,0.114238,19.126097,0.527892,14.596457,131.784058,0.101202,0.017389
test,,0.104933,20.812353,0.591499,15.119816,93.791412,0.095876,0.016932
