epoch,train_l1,val_l1
1,0.1819792967777006,0.07435887628658251
2,0.15201856191594934,0.07605816339227287
3,0.1480729277462287,0.08136989774577545
4,0.14599908084262075,0.07044121527084798
5,0.1443064849780396,0.0798568960392114
6,0.14278071181480448,0.07774118514675082
7,0.14274483611049174,0.07196519230351303
8,0.14208572128852612,0.07054451153133855
9,0.14144648925596198,0.07453599560892943
10,0.14081470936883328,0.07586565218640096
11,0.14068853602809614,0.07953638098005092
12,0.14033023734187144,0.0766331846966888
13,0.13956087305167214,0.07677577210195137
14,0.13926575919829828,0.11776951598850163
15,0.13910330469221915,0.08184263945528955
16,0.1385352361167586,0.0780106909347303
17,0.13829379665210498,0.08634218054287361
18,0.1377253337806567,0.07835222233199712
19,0.13747797562026007,0.07694973847405477
20,0.136713812636688,0.0854517062279311
21,0.13644013772610314,0.0772211601336797
22,0.136011685699571,0.07846281525086272
23,0.13591942899903758,0.0840326389580062
24,0.1356712897513928,0.07949813906893585
25,0.13554062323406513,0.0843482603403655
26,0.13578741200441538,0.08476976632620349
27,0.13512798438801668,0.08992638405073773
28,0.1356220791538701,0.095465730198405
29,0.13512699225874142,0.08448495930342963
30,0.13516284858396407,0.07866361917871417
31,0.1347758387334558,0.08217292267716292
32,0.13459646098618938,0.08857210883588502
33,0.13477489515207708,0.08278092324282184
34,0.134687265494925,0.08317967594572992
35,0.13446550732370205,0.08343299184784744
36,0.13466716791113276,0.09301581188584819
37,0.13521781776013764,0.08169388658169544
38,0.133952948259363,0.08894767917015335
39,0.13420365056087977,0.08642313155260953
40,0.1348195874002264,0.08453817010828943
41,0.134216308788678,0.08393967456438324
42,0.13465738307879588,0.08894734389402649
43,0.13402311350652124,0.09174842297127753
44,0.1338947678450495,0.08569826727563684
45,0.13395448816875213,0.08414769330711076
46,0.13390696895590357,0.08445138066555515
47,0.13366952748037875,0.09323838703108556
48,0.13391521463690456,0.08453759675224622
49,0.13410322800235347,0.08744223822246898
50,0.13390659661097234,0.07939813291710435
