Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.157064,0.078945,24.650486,0.591232,16.063713,160.741837,0.199162,0.017997
2,0.133810,0.081168,24.224165,0.594598,15.069790,135.869720,0.164208,0.018781
3,0.131619,0.075417,24.824184,0.610480,15.880046,109.692680,0.128432,0.016790
4,0.129731,0.076099,24.827295,0.606831,15.773366,118.769676,0.141141,0.016132
5,0.128421,0.077532,24.772837,0.599537,15.464136,111.582405,0.132429,0.017419
6,0.127477,0.080148,24.330349,0.601242,15.753088,115.493202,0.134943,0.015769
7,0.127089,0.083896,24.058298,0.593472,16.296140,92.765144,0.102735,0.012789
8,0.126959,0.078835,24.374506,0.603759,15.955706,74.103691,0.077108,0.009122
9,0.126891,0.079010,24.420885,0.591249,15.758851,69.022804,0.071380,0.009598
10,0.126658,0.074804,24.859434,0.611746,15.932782,68.417213,0.069004,0.009036
11,0.126129,0.076400,24.711525,0.607323,15.791915,67.190773,0.068402,0.009520
12,0.125553,0.079374,24.366402,0.599166,15.442368,57.894978,0.052016,0.006998
13,0.125711,0.075680,24.824026,0.609394,15.758716,64.881439,0.063642,0.008052
14,0.125225,0.077410,24.583754,0.613366,16.016949,70.168686,0.070124,0.007634
15,0.124966,0.078043,24.450283,0.602038,15.484960,63.750454,0.067790,0.010703
16,0.124960,0.075792,24.836403,0.609070,15.244639,67.312981,0.068073,0.010424
17,0.124674,0.075809,24.735985,0.616337,15.718358,84.797562,0.093763,0.010960
18,0.124727,0.086868,22.804447,0.578928,15.911467,84.796524,0.095777,0.016263
19,0.123651,0.078643,24.334679,0.597272,15.534753,74.374580,0.079685,0.012680
20,0.123841,0.078842,24.342236,0.603880,15.415190,81.193176,0.088129,0.014346
21,0.123611,0.080682,24.087774,0.587002,15.467468,80.721519,0.092111,0.012349
22,0.123028,0.082818,23.953226,0.594299,15.297393,87.535103,0.103632,0.018030
23,0.123532,0.079022,24.338621,0.596077,15.374158,89.262444,0.110721,0.015967
24,0.122920,0.078398,24.391947,0.596823,15.408265,90.155167,0.104560,0.014822
25,0.123019,0.078944,24.342352,0.600617,15.494888,101.957817,0.125911,0.014843
26,0.122574,0.083959,23.780918,0.580340,15.640718,101.403015,0.121961,0.016676
27,0.122382,0.081338,24.051516,0.591352,15.553593,112.791542,0.145292,0.017411
28,0.122482,0.082768,23.862965,0.586210,15.383735,94.343445,0.115349,0.015644
29,0.122426,0.085423,23.565525,0.580587,15.566593,107.971764,0.128592,0.018950
30,0.122174,0.080350,24.203386,0.589820,15.302275,91.734589,0.113663,0.014329
31,0.121985,0.079458,24.278809,0.596846,15.337872,94.187752,0.116538,0.016096
32,0.122132,0.079234,24.293365,0.598096,15.520016,117.146645,0.150348,0.017372
33,0.121998,0.083595,23.873989,0.579740,15.495776,109.902985,0.137732,0.016858
34,0.122415,0.081806,24.000893,0.587323,15.594399,96.083473,0.113658,0.016264
35,0.121902,0.083083,23.885880,0.583176,15.610984,92.082176,0.107207,0.014774
36,0.121742,0.081762,24.010283,0.585422,15.573210,94.973640,0.111113,0.016102
37,0.121831,0.080325,24.184071,0.598354,15.582769,107.545631,0.127313,0.016396
38,0.121712,0.081722,24.010950,0.585490,15.355739,109.005356,0.133025,0.014920
39,0.121251,0.080711,24.121988,0.589697,15.104953,110.384193,0.135554,0.017350
40,0.121853,0.083559,23.803858,0.576655,15.222075,96.618744,0.115320,0.013882
41,0.121946,0.083831,23.829161,0.575710,15.555169,96.305038,0.117343,0.014016
42,0.121551,0.083034,23.901594,0.583387,15.448176,100.183319,0.120645,0.015551
43,0.121397,0.082764,23.936300,0.584471,15.445742,108.605392,0.133829,0.016785
44,0.121312,0.083871,23.815067,0.580366,15.923853,108.741524,0.135450,0.015590
45,0.121521,0.084434,23.720980,0.580991,15.404880,103.632271,0.121524,0.018161
46,0.120953,0.083399,23.874569,0.579637,15.959950,100.664391,0.120929,0.014760
47,0.120934,0.083982,23.739357,0.574107,15.361225,107.133965,0.126604,0.015723
48,0.120881,0.086315,23.624535,0.575882,15.905780,106.128311,0.132514,0.019164
49,0.121165,0.085481,23.749346,0.574957,15.369006,105.072395,0.129118,0.015042
50,0.121183,0.080053,24.214109,0.590634,15.573336,106.336853,0.123567,0.017166
test,,0.112201,20.099279,0.559840,16.201733,53.557064,0.049262,0.011522
