Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.159772,0.101778,22.524973,0.518184,15.281933,142.289566,0.157058,0.026925
2,0.132456,0.116019,21.020857,0.495386,15.823817,166.505127,0.178509,0.018403
3,0.129279,0.117132,20.951105,0.457564,15.094876,124.141663,0.134300,0.022344
4,0.127892,0.127899,19.596476,0.465173,15.989682,117.345879,0.116891,0.020677
5,0.127266,0.144352,18.193727,0.458408,17.141993,126.538216,0.122735,0.023268
6,0.126501,0.127230,19.627295,0.489185,16.771138,104.776680,0.096604,0.017228
7,0.126112,0.122598,19.527416,0.494050,16.024691,88.418884,0.077918,0.015934
8,0.125987,0.114881,20.653568,0.494956,15.783019,71.404465,0.061464,0.012872
9,0.125758,0.123301,19.269934,0.503833,15.810039,66.490395,0.049500,0.015017
10,0.125745,0.162453,16.811203,0.431717,18.594408,96.332611,0.077555,0.021055
11,0.125369,0.134127,18.601416,0.465841,17.121008,69.254364,0.054531,0.015243
12,0.125065,0.127704,18.993523,0.485876,16.613322,68.671959,0.056750,0.014865
13,0.124850,0.097674,22.856138,0.541046,14.044070,56.350647,0.051896,0.009545
14,0.124510,0.104595,22.202753,0.523617,14.518632,72.037689,0.075641,0.013884
15,0.124299,0.148660,17.411480,0.450616,17.492753,79.967224,0.058480,0.015327
16,0.124499,0.122490,19.668348,0.495865,15.920085,67.869820,0.057411,0.015192
17,0.123858,0.170658,16.022045,0.456746,19.129194,107.315063,0.079857,0.016609
18,0.123707,0.119701,19.776203,0.513369,15.676969,70.956421,0.058036,0.010941
19,0.123876,0.102125,22.081923,0.528727,14.164696,59.965008,0.058786,0.010120
20,0.123523,0.124791,19.311472,0.496450,15.792085,67.940880,0.053775,0.010119
21,0.123620,0.154327,17.091532,0.474938,17.667239,95.767776,0.069850,0.011129
22,0.123109,0.109609,21.231077,0.526340,14.919257,70.465698,0.065677,0.011494
23,0.123199,0.141635,17.949921,0.474337,17.183641,77.097565,0.057512,0.012211
24,0.122828,0.136180,18.237267,0.499683,16.231282,84.791405,0.065461,0.010691
25,0.122965,0.118230,19.970491,0.503422,15.403262,74.104416,0.062976,0.010669
26,0.123202,0.110714,20.640696,0.528603,15.015025,74.975380,0.067417,0.011977
27,0.122612,0.134898,18.347898,0.488603,16.021561,83.686188,0.062277,0.009967
28,0.122690,0.129575,18.722219,0.518230,16.315669,89.377724,0.066830,0.009473
29,0.122388,0.138796,17.971184,0.506144,16.544037,100.167976,0.078826,0.010344
30,0.122449,0.109259,21.031240,0.524391,14.253093,73.670654,0.063897,0.010268
31,0.122229,0.100561,22.555468,0.538518,14.147102,81.107109,0.085532,0.012628
32,0.122382,0.126563,19.164991,0.484798,15.846909,76.705429,0.059074,0.009413
33,0.122130,0.117157,19.937397,0.514102,15.474077,77.533073,0.066770,0.011202
34,0.122202,0.131171,18.644236,0.506404,16.101002,85.094749,0.065058,0.010961
35,0.122152,0.117568,20.115252,0.504272,15.033629,73.853371,0.062248,0.009762
36,0.121723,0.132700,18.432264,0.503562,16.294124,81.776833,0.058510,0.010180
37,0.122134,0.153001,17.253344,0.458988,17.474333,101.384628,0.075844,0.013481
38,0.122227,0.130412,18.672831,0.517524,16.366799,94.440086,0.077222,0.013616
39,0.121869,0.102106,21.915243,0.541811,14.078423,84.566071,0.088079,0.013471
40,0.121993,0.129631,18.962175,0.511358,16.511261,82.071548,0.061421,0.009794
41,0.121733,0.114293,20.417072,0.523900,14.700248,75.774323,0.066153,0.011487
42,0.121914,0.119558,19.656950,0.516525,15.397686,86.670860,0.074899,0.012472
43,0.121776,0.111408,20.743736,0.516737,15.465338,69.640511,0.059761,0.010029
44,0.121742,0.167408,16.293337,0.452705,18.943352,114.833740,0.080894,0.015558
45,0.121877,0.104173,21.805994,0.532601,14.629312,82.116455,0.084228,0.012343
46,0.121976,0.112484,20.526129,0.533946,15.105234,71.519279,0.059476,0.009351
47,0.121893,0.142285,17.889763,0.489396,16.729295,100.893242,0.081026,0.011332
48,0.121884,0.098973,22.407763,0.560790,14.592731,69.971001,0.063668,0.009862
49,0.122019,0.116155,20.046938,0.525615,15.392081,86.818382,0.078015,0.011186
50,0.122261,0.142870,17.838310,0.464602,16.819480,86.452431,0.061806,0.010390
test,,0.110303,20.377293,0.566121,15.149053,44.293522,0.037531,0.009838
