,SAR-QXSLAB,OPT-QXSLAB,HE,IHC,CT,T1,T2,SAR-SEN12,OPT-SEN12,ImageNet-1k
SAR-QXSLAB,0.0,0.004535183829337,0.0034149923781321124,0.0037923270785685205,0.0032595697248242353,0.002718096900959525,0.0029205758646556677,0.007021275592829369,0.005677535097270779,0.003487541071621228
OPT-QXSLAB,0.004535183829337,0.0,0.003436850802102626,0.0038567366852502003,0.004299313413978675,0.003493223290417065,0.0030347743669484795,0.005088449163884178,0.008616966707674865,0.005446883380130551
HE,0.0034149923781321124,0.003436850802102626,0.0,0.004686838574990446,0.0031795322703201717,0.0032778314016708118,0.0035921208610991484,0.0030145565720636545,0.0037373677974520975,0.003535913946166255
IHC,0.0037923270785685205,0.0038567366852502003,0.004686838574990446,0.0,0.0041238164572531474,0.0036900668051355473,0.0043983607095527495,0.0053032280959434104,0.005933236555701018,0.0035824237234310633
CT,0.0032595697248242353,0.004299313413978675,0.0031795322703201717,0.0041238164572531474,0.0,0.00485818677954312,0.005265034940231494,0.003956261161108307,0.0032587877653548927,0.003518961977566843
T1,0.002718096900959525,0.003493223290417065,0.0032778314016708118,0.0036900668051355473,0.00485818677954312,0.0,0.0045718799063240705,0.0025408342477870045,0.002855252721835465,0.00376774323869169
T2,0.0029205758646556677,0.0030347743669484795,0.0035921208610991484,0.0043983607095527495,0.005265034940231494,0.0045718799063240705,0.0,0.0025107650961229133,0.003435690866690401,0.003955900383772484
SAR-SEN12,0.007021275592829369,0.005088449163884178,0.0030145565720636545,0.0053032280959434104,0.003956261161108307,0.0025408342477870045,0.0025107650961229133,0.0,0.006683840156640272,0.0030952344389805655
OPT-SEN12,0.005677535097270779,0.008616966707674865,0.0037373677974520975,0.005933236555701018,0.0032587877653548927,0.002855252721835465,0.003435690866690401,0.006683840156640272,0.0,0.0047028361954308505
ImageNet-1k,0.003487541071621228,0.005446883380130551,0.003535913946166255,0.0035824237234310633,0.003518961977566843,0.00376774323869169,0.003955900383772484,0.0030952344389805655,0.0047028361954308505,0.0
