,SAR-QXSLAB,OPT-QXSLAB,HE,IHC,CT,T1,T2,SAR-SEN12,OPT-SEN12,ImageNet-1k
SAR-QXSLAB,0.0,0.005684154842368803,0.006706832665262314,0.005711215944529355,0.00546889088867984,0.005223377709264535,0.005619802797506493,0.012014113813948835,0.005127951879020362,0.006908110698359411
OPT-QXSLAB,0.005684154842368803,0.0,0.006112246513062237,0.00618018838103458,0.006059246382206361,0.005434927027167635,0.005424590955191679,0.007256891736713967,0.00846846360359018,0.007608860510407537
HE,0.006706832665262314,0.006112246513062237,0.0,0.006124501327787874,0.00562292583953186,0.005408521949987665,0.005194285601836678,0.00901696334939401,0.004692007133507007,0.005853870922244795
IHC,0.005711215944529355,0.00618018838103458,0.006124501327787874,0.0,0.006431694672206222,0.0064328229393414964,0.005325926392405506,0.007737650371747665,0.0048426306478393764,0.0054718048939282
CT,0.00546889088867984,0.006059246382206361,0.00562292583953186,0.006431694672206222,0.0,0.00654559245839868,0.00638372705616738,0.008206962054397714,0.004359445666790704,0.004921466239717002
T1,0.005223377709264535,0.005434927027167635,0.005408521949987665,0.0064328229393414964,0.00654559245839868,0.0,0.006405407975283879,0.008262453017063152,0.004604237856478216,0.004985813742903471
T2,0.005619802797506493,0.005424590955191679,0.005194285601836678,0.005325926392405506,0.00638372705616738,0.006405407975283879,0.0,0.007514802242297052,0.003938043286257114,0.005003783953071047
SAR-SEN12,0.012014113813948835,0.007256891736713967,0.00901696334939401,0.007737650371747665,0.008206962054397714,0.008262453017063152,0.007514802242297052,0.0,0.00885790954061103,0.008317178738264068
OPT-SEN12,0.005127951879020362,0.00846846360359018,0.004692007133507007,0.0048426306478393764,0.004359445666790704,0.004604237856478216,0.003938043286257114,0.00885790954061103,0.0,0.004711354434501132
ImageNet-1k,0.006908110698359411,0.007608860510407537,0.005853870922244795,0.0054718048939282,0.004921466239717002,0.004985813742903471,0.005003783953071047,0.008317178738264068,0.004711354434501132,0.0
