Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.450416,0.557717,9.802293,0.206809,52.526930,378.270721,0.470062,0.028326
2,0.421572,0.624699,8.881606,0.199546,60.074006,367.790497,0.477687,0.014574
3,0.414045,0.551296,9.845468,0.199668,55.464574,406.113861,0.567676,0.026093
4,0.409322,0.619230,8.948585,0.179997,57.892065,351.264984,0.456845,0.014747
5,0.404185,0.640340,8.702917,0.153409,60.006108,444.726990,0.639089,0.021891
6,0.401915,0.626191,8.893962,0.173138,54.694424,377.754700,0.522895,0.018229
7,0.398906,0.649433,8.575352,0.170540,57.140848,300.118591,0.369827,0.016959
8,0.396776,0.687820,8.212083,0.159586,63.338580,443.651550,0.619263,0.018949
9,0.393533,0.665492,8.475598,0.168104,57.437152,334.212036,0.431299,0.013672
10,0.389704,0.686951,8.189019,0.186719,59.550283,339.083893,0.424632,0.015746
11,0.387074,0.665666,8.505449,0.201865,57.483917,341.766510,0.435583,0.017662
12,0.387005,0.662883,8.454405,0.120653,58.403564,421.044495,0.578322,0.023536
13,0.382254,0.667489,8.510090,0.166474,55.448630,326.220398,0.412350,0.014292
14,0.380152,0.677066,8.393140,0.200521,53.863055,315.087433,0.377938,0.016824
15,0.379746,0.674292,8.433800,0.191962,56.506421,291.461578,0.366712,0.012437
16,0.376933,0.720248,7.803256,0.209310,63.505770,248.663361,0.285888,0.012941
17,0.375552,0.688681,8.214925,0.197797,59.364181,260.197937,0.305765,0.014146
18,0.369951,0.659677,8.526283,0.180349,56.881278,337.376312,0.432232,0.012508
19,0.370629,0.662137,8.601848,0.215759,50.398436,228.947586,0.256612,0.011192
20,0.369079,0.621159,9.000192,0.170496,58.944799,324.555145,0.405837,0.015512
21,0.363706,0.726503,7.820197,0.193117,54.831299,340.189148,0.437669,0.015588
22,0.359114,0.682957,8.277165,0.159231,56.851925,351.339050,0.470576,0.015236
23,0.357754,0.710521,8.044713,0.215216,54.804681,267.266754,0.325149,0.016530
24,0.356779,0.669342,8.503408,0.206234,52.871531,281.654907,0.326795,0.012386
25,0.354450,0.750719,7.498560,0.193129,58.119059,282.063202,0.348523,0.012480
26,0.353241,0.732183,7.692673,0.209880,62.306588,284.271851,0.345687,0.013885
27,0.349360,0.674439,8.345662,0.188123,63.631606,410.636169,0.562138,0.016741
28,0.347095,0.749746,7.424190,0.187904,62.143320,262.755127,0.316254,0.012669
29,0.341836,0.760250,7.507721,0.214423,55.287566,302.010437,0.378092,0.017383
30,0.344897,0.714329,7.949263,0.116267,60.497474,315.660767,0.389151,0.013417
31,0.338464,0.701612,8.158410,0.214233,55.423893,318.107117,0.415368,0.020427
32,0.336070,0.703964,7.985710,0.193844,55.176020,362.069366,0.472595,0.018090
33,0.335510,0.754352,7.420339,0.198574,59.621794,315.863922,0.371705,0.015747
34,0.332768,0.745439,7.537568,0.199474,59.674254,392.249512,0.524234,0.016761
35,0.330686,0.759291,7.469959,0.212087,54.725670,246.367050,0.281151,0.015273
36,0.330920,0.785358,7.109734,0.136750,58.583237,374.120483,0.506500,0.019978
37,0.326942,0.792206,7.098654,0.209132,62.800100,378.627228,0.478363,0.020714
38,0.325557,0.750813,7.520864,0.180200,55.125378,364.086395,0.482593,0.019490
39,0.322356,0.705721,8.019017,0.227638,56.191104,315.706512,0.372886,0.018516
40,0.321162,0.746477,7.528709,0.231316,55.370355,270.540863,0.312020,0.014544
41,0.321906,0.712119,7.923899,0.208269,55.397421,307.927887,0.375977,0.017959
42,0.318464,0.756676,7.423848,0.189523,57.710714,293.314911,0.351515,0.017251
43,0.320000,0.755191,7.371602,0.169587,59.605702,380.009430,0.492201,0.018886
44,0.319661,0.774564,7.247528,0.209760,62.138710,312.774567,0.370827,0.021028
45,0.313389,0.740246,7.543234,0.115390,56.738590,390.750793,0.520478,0.017975
46,0.313694,0.732690,7.653794,0.215928,54.783216,338.925049,0.418098,0.016788
47,0.315376,0.759465,7.400471,0.208156,58.161931,324.908539,0.401478,0.017142
48,0.314000,0.721492,7.725682,0.169647,63.025791,385.671722,0.508579,0.020533
49,0.311639,0.698831,7.990737,0.176113,56.384286,295.784760,0.357713,0.015247
50,0.313887,0.725929,7.677597,0.190080,59.903275,336.165680,0.407221,0.021476
test,,0.493975,10.577394,0.177457,47.865696,394.214233,0.441177,0.019573
