Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.457300,0.340156,12.475160,0.205105,38.824475,375.156006,0.324729,0.030163
2,0.437812,0.344363,12.404609,0.272910,32.610410,369.266937,0.304928,0.022050
3,0.433736,0.355925,12.206338,0.265288,32.597699,312.786041,0.257850,0.029301
4,0.427771,0.364045,11.840938,0.272426,36.195963,430.204498,0.426952,0.048989
5,0.423347,0.353049,12.206592,0.251021,36.280162,323.536530,0.292306,0.038685
6,0.423364,0.362286,12.019567,0.213539,30.469664,322.973083,0.265563,0.030280
7,0.419159,0.370317,11.871100,0.222358,36.165773,271.462189,0.215294,0.025712
8,0.415711,0.373866,11.789226,0.190483,34.120649,313.767426,0.254076,0.034621
9,0.412940,0.388856,11.488908,0.178483,33.448803,291.543915,0.243733,0.030261
10,0.410254,0.375897,11.781551,0.177708,33.098086,240.927002,0.177907,0.023879
11,0.404596,0.340645,12.470547,0.162375,31.387905,266.152374,0.201963,0.024170
12,0.400810,0.348393,12.340516,0.187439,32.556250,287.766144,0.235166,0.028317
13,0.396511,0.353888,12.237988,0.184606,31.315485,233.696884,0.171696,0.020895
14,0.392131,0.353704,12.232333,0.174624,32.449053,273.803436,0.205784,0.025460
15,0.387853,0.386774,11.595757,0.165636,33.549358,313.278595,0.254170,0.026835
16,0.384560,0.449165,10.406827,0.167898,34.903094,217.168594,0.145478,0.017540
17,0.379119,0.384169,11.546617,0.181910,31.680577,256.467163,0.189758,0.018320
18,0.374985,0.399620,11.263627,0.190998,33.836097,266.964386,0.212715,0.025331
19,0.373408,0.386203,11.568354,0.154578,30.130490,341.892151,0.288854,0.033195
20,0.366837,0.390353,11.457107,0.166536,32.001364,339.979401,0.294914,0.038321
21,0.363320,0.365115,11.925986,0.178002,32.942796,236.911026,0.159994,0.022357
22,0.357983,0.393414,11.399854,0.172443,33.074214,256.647522,0.184239,0.022789
23,0.356733,0.381686,11.620893,0.167308,32.264391,243.652023,0.170563,0.021197
24,0.352274,0.373501,11.732147,0.172210,31.795867,314.299866,0.250377,0.026022
25,0.349371,0.393423,11.430147,0.180402,33.585831,270.777313,0.197811,0.023985
26,0.347961,0.375986,11.750677,0.169073,31.792233,324.477081,0.267053,0.033386
27,0.343530,0.388248,11.571997,0.183420,32.361525,240.942535,0.161884,0.018404
28,0.343401,0.442426,10.638141,0.170513,35.540319,304.216827,0.247720,0.028252
29,0.342817,0.374832,11.807911,0.187993,34.041836,286.831421,0.207813,0.022766
30,0.339186,0.381424,11.575525,0.172078,32.518155,323.644958,0.268671,0.036641
31,0.336869,0.367441,11.876501,0.180041,31.822563,257.027008,0.183167,0.019888
32,0.336776,0.375708,11.677795,0.176992,32.926680,320.398254,0.263554,0.031842
33,0.335487,0.366035,11.825736,0.178585,31.632244,236.460999,0.148419,0.015671
34,0.336081,0.358656,12.001719,0.164157,33.030918,354.702393,0.310055,0.038436
35,0.329501,0.374946,11.792849,0.182397,33.655907,307.714050,0.240249,0.027228
36,0.329542,0.357532,12.054402,0.188296,34.697839,257.538269,0.187510,0.024929
37,0.329814,0.364074,11.923686,0.178736,33.044611,300.185699,0.238224,0.030567
38,0.328573,0.352551,12.259287,0.197483,35.848618,242.542572,0.166535,0.024193
39,0.325513,0.365704,11.964877,0.179582,32.717833,266.081726,0.199634,0.023854
40,0.324362,0.366688,11.778910,0.176379,33.281953,331.997437,0.277377,0.035066
41,0.323394,0.347917,12.241368,0.177314,32.568129,250.598892,0.171900,0.019380
42,0.325550,0.393925,11.416532,0.197869,35.633525,238.763779,0.167762,0.026375
43,0.321454,0.399863,11.202510,0.140353,36.797523,348.056488,0.293361,0.038944
44,0.319295,0.338087,12.568253,0.188148,33.539325,277.380798,0.199920,0.024740
45,0.320188,0.390997,11.383658,0.159257,33.191034,359.329224,0.326271,0.037935
46,0.320274,0.327643,12.748853,0.189459,32.100168,233.966705,0.154303,0.021497
47,0.319041,0.349778,12.227920,0.178710,32.021946,305.490601,0.236778,0.028493
48,0.318827,0.333231,12.571653,0.188748,31.909250,267.981476,0.201597,0.025060
49,0.316674,0.354186,12.125588,0.185471,31.735007,232.245819,0.145670,0.021614
50,0.316650,0.342789,12.377267,0.186411,33.675616,285.524597,0.218144,0.025593
test,,0.467883,10.803673,0.226368,43.305729,228.803101,0.207182,0.012525
