Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.154492,0.109710,21.777039,0.524378,16.213751,187.061752,0.151405,0.013656
2,0.131077,0.106286,21.809973,0.536656,16.310959,217.531464,0.215734,0.017497
3,0.128041,0.109718,21.512791,0.532484,16.365207,204.622330,0.196767,0.016871
4,0.126681,0.115972,21.058729,0.530211,16.632884,164.972076,0.143238,0.013535
5,0.125611,0.127186,19.976377,0.502375,17.287954,142.661682,0.100049,0.011884
6,0.125451,0.107245,21.653471,0.535790,15.753367,133.143112,0.098447,0.012029
7,0.124745,0.118857,20.818222,0.518480,16.689284,145.641525,0.113355,0.012297
8,0.124388,0.111496,21.319124,0.526622,16.474543,155.012939,0.142725,0.020122
9,0.124293,0.114837,20.843487,0.520483,16.573400,110.258377,0.063865,0.009563
10,0.123906,0.113720,21.101250,0.517102,16.003228,96.124557,0.050466,0.007085
11,0.123719,0.122396,20.502245,0.509291,16.846935,102.622955,0.054852,0.007855
12,0.123670,0.123508,20.198532,0.496431,16.486549,97.582474,0.048080,0.006802
13,0.123315,0.112070,21.233694,0.533047,16.250428,92.694389,0.046789,0.007247
14,0.123085,0.119753,20.618202,0.507161,16.495337,90.925331,0.045678,0.008107
15,0.123135,0.111495,21.198267,0.524113,15.794449,88.691750,0.038523,0.005597
16,0.122760,0.128604,19.748484,0.489575,16.412333,83.562386,0.029792,0.005709
17,0.122490,0.125403,20.335373,0.491621,16.777128,94.086395,0.050336,0.011938
18,0.122257,0.128333,19.846947,0.461600,17.091141,99.479729,0.051499,0.007814
19,0.122186,0.112213,21.221897,0.525041,16.531209,85.047119,0.035345,0.006693
20,0.121963,0.120202,20.775757,0.514844,16.571754,83.673714,0.029926,0.006759
21,0.121710,0.126666,20.071251,0.488595,16.556213,86.176117,0.037380,0.008515
22,0.121455,0.124476,20.269747,0.487278,16.749842,98.765495,0.053029,0.006124
23,0.121424,0.128622,19.792408,0.472986,16.568971,93.619064,0.044845,0.007456
24,0.121388,0.115730,20.936674,0.511936,15.825124,83.471794,0.032634,0.006842
25,0.121141,0.121585,20.204542,0.493819,16.156177,96.940544,0.049672,0.007170
26,0.121287,0.122599,20.444569,0.483438,16.224838,96.431984,0.049773,0.007697
27,0.120828,0.132331,19.052063,0.469307,16.811923,102.442131,0.046497,0.007366
28,0.121016,0.119540,20.668026,0.498162,16.587610,88.349266,0.036949,0.006827
29,0.120784,0.126827,20.293043,0.486448,16.329154,96.099831,0.047491,0.007635
30,0.120456,0.128648,19.542271,0.478154,16.210246,93.750969,0.036004,0.006038
31,0.120557,0.129221,19.941088,0.474780,16.888903,100.075882,0.056085,0.009112
32,0.120452,0.123018,20.333752,0.480887,15.927565,88.209366,0.037138,0.007325
33,0.120301,0.132890,19.643822,0.461994,16.816315,93.294502,0.038969,0.006460
34,0.119995,0.121946,20.435854,0.478295,16.211822,92.437080,0.045927,0.008486
35,0.120053,0.125997,20.130714,0.471952,16.171688,94.097687,0.051096,0.011537
36,0.119849,0.125752,20.186733,0.472745,16.395888,92.781273,0.043379,0.007375
37,0.120044,0.142732,18.616224,0.453144,16.897111,93.010529,0.036868,0.006601
38,0.119641,0.141603,18.609804,0.452694,17.135049,95.070297,0.035788,0.005965
39,0.119912,0.128773,20.022509,0.476699,16.677549,92.110092,0.044763,0.007903
40,0.119884,0.128517,19.861763,0.470968,16.248320,91.650620,0.040917,0.008161
41,0.119532,0.136242,19.078547,0.466260,16.900560,95.887329,0.040928,0.006300
42,0.119392,0.129812,19.910955,0.480884,16.152872,90.128632,0.037667,0.005930
43,0.119429,0.136853,19.257915,0.459967,16.912809,93.686783,0.043873,0.007288
44,0.119601,0.142089,18.382101,0.464740,16.865729,98.244438,0.033924,0.005838
45,0.119477,0.129203,19.891960,0.472559,16.104665,87.975449,0.032717,0.006195
46,0.119774,0.126409,20.103971,0.484394,16.243769,92.216370,0.047436,0.007505
47,0.119435,0.142509,18.381124,0.458338,17.185886,95.057915,0.033810,0.006840
48,0.119389,0.143444,18.939362,0.445583,16.671113,92.513145,0.036098,0.006377
49,0.119480,0.133515,19.757265,0.472821,16.465064,89.491318,0.040846,0.007540
50,0.119657,0.124666,20.174099,0.481375,16.221169,83.015068,0.031450,0.007233
test,,0.109738,20.650068,0.564690,15.659906,156.441589,0.173261,0.021529
