epoch,train_l1,val_l1
1,0.45346009418334776,0.626863332465291
2,0.43486809131462834,0.6314831171184778
3,0.4289349850586003,0.6465688608586788
4,0.4234779833874724,0.6741422824561596
5,0.4204253007129237,0.6924232374876738
6,0.4177177854402511,0.7127000354230404
7,0.4143857831588468,0.7064986545592546
8,0.41063025055939817,0.6876749377697706
9,0.40807307642456647,0.6954654343426228
10,0.40528444947490283,0.7278832010924816
11,0.4058308278688708,0.7173625379800797
12,0.4024846174477323,0.691714808344841
13,0.3982741745893617,0.7014228366315365
14,0.3956649237152961,0.783585712313652
15,0.3921791759932095,0.774346761405468
16,0.3893360921878133,0.6907667256891727
17,0.3848848398942668,0.8123455308377743
18,0.3808537625061633,0.7322173900902271
19,0.37428934535699654,0.7817491516470909
20,0.37024542457751325,0.7495524324476719
21,0.3651375396361759,0.7422192376106977
22,0.3609191551468931,0.7907795757055283
23,0.3626947375685648,0.815295897424221
24,0.3544895657933913,0.7268904857337475
25,0.35423934015839753,0.8560926914215088
26,0.3518834698290841,0.7648053057491779
27,0.3478592397175259,0.8443218395113945
28,0.3445291518074301,0.8709571063518524
29,0.34253861808830555,0.8462721221148968
30,0.3407277046610509,0.8804170489311218
31,0.3373031829660003,0.8331015482544899
32,0.3361176496354846,0.8796786814928055
33,0.33565001942318035,0.7868573479354382
34,0.33368185225471453,0.8606914579868317
35,0.33204676176480075,0.839202132076025
36,0.3306295876097572,0.7644866146147251
37,0.3269464215851045,0.7727018855512142
38,0.32494691426253264,0.8192754983901978
39,0.3254144646747558,0.9099607244133949
40,0.32485771132213576,0.7890602797269821
41,0.32425292557826985,0.8107884861528873
42,0.32343477864019776,0.871217355132103
43,0.32182544058708995,0.8947804607450962
44,0.31966228784808703,0.8322829566895962
45,0.3192055973366977,0.7881898172199726
46,0.3196453546333286,0.877048384398222
47,0.3176068472298416,0.8791384547948837
48,0.31959813241721,0.8399906679987907
49,0.31634197705467276,0.8499870672821999
50,0.3147037975481703,0.7968512661755085
