Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.146268,0.370146,10.483459,0.283849,31.976337,333.320465,0.426331,0.043543
2,0.123831,0.352380,10.835346,0.308226,31.322752,246.961807,0.289634,0.032906
3,0.121293,0.347808,11.087637,0.310817,31.302480,235.215134,0.270129,0.031272
4,0.119602,0.360557,10.627946,0.304215,31.657983,323.590790,0.409468,0.041837
5,0.118705,0.367626,10.383789,0.321760,31.754718,285.428040,0.345135,0.037817
6,0.118149,0.355713,10.661094,0.334781,31.470950,286.582550,0.356921,0.033217
7,0.118072,0.364303,10.583955,0.287927,31.028221,300.318909,0.372339,0.040253
8,0.117273,0.369579,10.584224,0.255837,30.938805,306.963287,0.387862,0.040201
9,0.116956,0.354839,10.763978,0.310834,31.400040,261.964752,0.311433,0.034792
10,0.116721,0.362853,10.516138,0.319673,31.336926,270.975494,0.327916,0.029670
11,0.116400,0.370029,10.448238,0.284823,31.533599,309.417267,0.395192,0.034779
12,0.116219,0.368199,10.457549,0.293556,31.737191,298.317688,0.381788,0.037875
13,0.115948,0.364566,10.534063,0.311013,31.052321,287.084900,0.361984,0.034607
14,0.115872,0.358356,10.672084,0.299353,31.017922,289.849945,0.357659,0.036827
15,0.115900,0.368156,10.397691,0.307443,31.457266,314.601807,0.404664,0.032781
16,0.115502,0.356092,10.741169,0.319631,30.971542,302.898499,0.400110,0.043987
17,0.115689,0.381286,10.326427,0.248496,31.080333,318.515442,0.409248,0.035387
18,0.115568,0.371682,10.426954,0.289431,31.228136,311.258820,0.394946,0.033268
19,0.115236,0.374888,10.452299,0.256891,30.727827,306.669525,0.383488,0.036655
20,0.115174,0.366614,10.477118,0.317137,30.816289,293.454620,0.360885,0.032197
21,0.115074,0.378615,10.298251,0.272279,31.403568,322.649139,0.429727,0.037548
22,0.115192,0.370290,10.357568,0.318676,30.986170,328.847412,0.426069,0.035960
23,0.114917,0.370183,10.445900,0.291864,31.006697,327.526031,0.421953,0.038233
24,0.114643,0.366005,10.469921,0.312928,31.039634,310.232605,0.390833,0.034371
25,0.114563,0.368497,10.451066,0.297432,31.088657,323.251587,0.411103,0.037123
26,0.114663,0.374227,10.341110,0.292414,31.134113,315.841309,0.398552,0.032245
27,0.114471,0.362373,10.547606,0.318979,30.522265,311.576416,0.395174,0.036634
28,0.114127,0.368012,10.484544,0.292161,30.972409,312.682770,0.397882,0.037205
29,0.114094,0.382793,10.294812,0.245241,31.134457,324.861908,0.416434,0.034357
30,0.114269,0.370012,10.411943,0.301066,30.650991,332.496796,0.436849,0.040515
31,0.114181,0.370892,10.402556,0.298655,30.739736,311.965485,0.395905,0.030246
32,0.114057,0.350722,10.935349,0.319870,29.786184,270.636505,0.317854,0.034978
33,0.114071,0.372934,10.377136,0.293143,30.236376,316.597961,0.398486,0.030965
34,0.113908,0.377504,10.375615,0.261843,30.754348,310.364380,0.389734,0.028179
35,0.114194,0.373925,10.361291,0.294968,30.489075,301.236755,0.373520,0.032154
36,0.113828,0.378423,10.381785,0.261208,30.807968,307.595886,0.389733,0.034378
37,0.113952,0.376573,10.353566,0.280133,30.571612,317.872498,0.401428,0.030580
38,0.113869,0.371436,10.412156,0.292450,30.327782,313.097168,0.393871,0.036171
39,0.114062,0.371384,10.386799,0.305210,30.420791,304.930450,0.385503,0.034224
40,0.113870,0.381693,10.216199,0.282917,30.917613,328.688568,0.423380,0.035672
41,0.113837,0.364416,10.642052,0.291730,29.782151,297.757904,0.377255,0.037651
42,0.113714,0.378267,10.397954,0.258863,30.702864,308.412445,0.390277,0.033933
43,0.114002,0.363013,10.555980,0.309444,29.758923,308.180420,0.401760,0.041439
44,0.113924,0.380173,10.367244,0.240962,30.752708,311.167267,0.397382,0.030477
45,0.113633,0.367340,10.490378,0.299953,30.459693,304.234833,0.384007,0.038572
46,0.113809,0.385144,10.144438,0.301009,30.816369,326.304504,0.421475,0.035669
47,0.114004,0.370844,10.381496,0.295186,30.367120,325.383636,0.425941,0.033363
48,0.113630,0.371662,10.397961,0.285292,30.764850,324.426392,0.414394,0.036913
49,0.113683,0.367870,10.446873,0.309564,30.308207,325.684082,0.422655,0.037536
50,0.113536,0.363938,10.551953,0.296650,30.166059,306.421539,0.388396,0.037675
test,,0.149867,18.265102,0.482675,17.986462,132.235809,0.136989,0.018784
