epoch,train_l1,val_l1
1,0.44815859709660616,0.5390352739228143
2,0.42262630901642645,0.5374550090895759
3,0.4126831559482317,0.5267441289292442
4,0.4122100389609616,0.5434830917252435
5,0.4097826002268274,0.5232690340942807
6,0.4054167577653091,0.5305470840798484
7,0.4051236071872955,0.5075935936636395
8,0.4027282783654791,0.5394929349422455
9,0.4007328264351801,0.5217725783586502
10,0.399398604470312,0.5405312163962258
11,0.3965887901950194,0.5257635762294134
12,0.39413440012579815,0.5281358957290649
13,0.389745753125194,0.5287745578421487
14,0.38720373063856467,0.5101989060640335
15,0.3853048284636987,0.5438295586241616
16,0.3806219876303313,0.5372538483805127
17,0.3765787405767338,0.5299208462238312
18,0.37345589985907046,0.5234196533759435
19,0.36888898870167847,0.5379568239053091
20,0.3641731763498679,0.5409237792094549
21,0.3617103605920926,0.5465433779690001
22,0.35753969993698265,0.5282167808877097
23,0.3526133144954468,0.527357268664572
24,0.3475262653177804,0.5345748348368539
25,0.3439487988707831,0.5306257191631529
26,0.3421806321775013,0.5235354486438963
27,0.3389038331870123,0.533694745765792
28,0.33556996995857125,0.5339747849437926
29,0.33259643683678586,0.546638063258595
30,0.33061486711933963,0.5400623364581002
31,0.32674815493473475,0.5285366624593735
32,0.32594039958353277,0.5259531554248598
33,0.32161732572662366,0.5385513057311376
34,0.3206172549355646,0.5390615082449384
35,0.3179411351139203,0.5522687964969211
36,0.3145931602827464,0.5396156327592002
37,0.315063304712595,0.527219283911917
38,0.3139187786082934,0.520385828283098
39,0.311253926780737,0.5159993982977338
40,0.31220573973818166,0.5296342505349053
41,0.31010226957808834,0.5299106058147218
42,0.30743343416497765,0.5198497275511423
43,0.30762443120746297,0.5317007650931677
44,0.3072717022161332,0.5272364765405655
45,0.3063741600070062,0.5303370671139823
46,0.30455584101450844,0.5154481182495753
47,0.3048245816458226,0.5207622200250626
48,0.3021707582260518,0.5343060592810313
49,0.3019677568385711,0.5278909107049307
50,0.29988908459692093,0.5174220767286088
