epoch,train_l1,val_l1
1,0.1314541765478844,0.3096987540657456
2,0.10083187403906348,0.3117042502035966
3,0.09970186639639662,0.304509414611636
4,0.0989787549456504,0.30650619598659307
5,0.09884538252839692,0.302196913877049
6,0.09891251649191247,0.3009917019186793
7,0.09905968882916802,0.2992360011951343
8,0.09904510552854254,0.3114064859377371
9,0.0988794062136122,0.30125204816057877
10,0.09894374574634732,0.3137129895590447
11,0.09899706719472143,0.3055806445914346
12,0.09875393194893711,0.305505880632916
13,0.09891030278966766,0.3012192450665139
14,0.09901436915617688,0.2980031048929369
15,0.09895428942922778,0.31264052197739883
16,0.0989919038682787,0.31194426199874364
17,0.09886631059574369,0.3111269619013812
18,0.09883785317724281,0.30818372562124924
19,0.09861374993717692,0.31504306358260076
20,0.09841831730455253,0.32388977585612116
21,0.09825623846706061,0.3095266057832821
22,0.0982985836960204,0.30719601262260127
23,0.09819806209719648,0.3190985350189982
24,0.09814823724936075,0.31080498928959305
25,0.09804588430338279,0.3107950252455634
26,0.09782701862236222,0.31474359091874715
27,0.09784766142369428,0.3139206364348128
28,0.09785436883318713,0.3149074694594821
29,0.09770725503786148,0.3095257483624123
30,0.09765193023301563,0.31389520095812307
31,0.09743486260074943,0.31143573691716064
32,0.09752900615065938,0.30782693584223053
33,0.09746903936321355,0.3189785214694771
34,0.09730470261083322,0.3208671796160775
35,0.09728307741409951,0.3195002799904024
36,0.09721526450774476,0.31034074159892827
37,0.09741999655776767,0.30558294098119476
38,0.09720613169347818,0.3074583427326099
39,0.0971673697052608,0.3080970624814162
40,0.09720906423783361,0.315392143420271
41,0.0971584969829372,0.3076736016853436
42,0.09707886184582509,0.3178952384639431
43,0.09697868181375185,0.3151309586860038
44,0.09692561516689914,0.3161085618508829
45,0.09682482680117142,0.3123563040752669
46,0.09686262775941841,0.3121894783264882
47,0.09699366863115445,0.3196310562056464
48,0.09687983041838728,0.31167033636892166
49,0.09689526329820686,0.30916445239170176
50,0.09689048859664118,0.31290699380475123
