Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.158306,0.076396,24.061403,0.683166,14.224945,181.993683,0.206252,0.027026
2,0.132900,0.068574,24.870911,0.707596,12.515996,137.367371,0.142604,0.022026
3,0.129959,0.064837,25.257626,0.711800,12.468261,126.754097,0.130037,0.022202
4,0.128189,0.066112,25.014017,0.710551,12.469413,118.553223,0.123773,0.021227
5,0.126910,0.066164,24.844866,0.714236,12.451493,117.441124,0.116941,0.020789
6,0.126455,0.065910,24.980389,0.716349,11.838438,104.640900,0.102754,0.019066
7,0.126446,0.065550,24.998575,0.714247,11.569439,64.618484,0.044860,0.012154
8,0.126057,0.068336,24.409712,0.700862,11.698390,78.274406,0.068286,0.019707
9,0.126160,0.071499,24.056818,0.690942,11.806477,44.386005,0.020743,0.011131
10,0.126063,0.067209,24.522087,0.702235,11.848019,50.919128,0.032952,0.012977
11,0.125471,0.066870,24.628990,0.708939,11.439002,45.815899,0.027770,0.016130
12,0.125351,0.066145,24.774729,0.711724,11.221492,49.299995,0.031281,0.014696
13,0.125105,0.073069,23.666620,0.689610,11.461738,48.084724,0.028316,0.011937
14,0.125120,0.068958,24.729061,0.705381,11.492317,49.322369,0.029344,0.012823
15,0.124641,0.067936,24.247385,0.704913,11.518320,47.251392,0.026147,0.014017
16,0.124811,0.068862,24.751022,0.698781,11.442774,52.149986,0.028251,0.012476
17,0.124645,0.069134,24.263861,0.696367,11.265960,48.520191,0.027448,0.013945
18,0.124374,0.067024,24.912134,0.725739,11.764970,61.903946,0.045426,0.017120
19,0.124441,0.074105,23.639992,0.669110,11.733880,50.827625,0.031584,0.010126
20,0.124376,0.066490,24.754679,0.710316,11.311796,45.843781,0.022732,0.010972
21,0.124163,0.071865,24.213779,0.680785,11.834628,54.275345,0.033857,0.013272
22,0.124225,0.067121,25.118355,0.719601,11.482865,49.826694,0.029285,0.013997
23,0.123939,0.067379,24.665482,0.705804,11.714611,51.088711,0.029342,0.014901
24,0.123626,0.079631,22.915350,0.641014,12.063298,57.538330,0.041423,0.015394
25,0.123528,0.068032,24.594952,0.706468,11.431585,50.287510,0.027604,0.011716
26,0.123289,0.071785,24.436430,0.693102,11.539938,51.254669,0.028890,0.011220
27,0.123328,0.066549,24.819166,0.709701,10.950521,51.186314,0.031725,0.011158
28,0.122857,0.070537,24.250856,0.696098,11.249512,57.780533,0.038397,0.012465
29,0.123080,0.070226,24.138559,0.689005,11.219151,57.367786,0.042491,0.017100
30,0.122800,0.070476,24.409676,0.699627,11.417784,56.546062,0.038352,0.012786
31,0.122644,0.073854,23.864798,0.669846,11.314689,56.088116,0.038428,0.013412
32,0.122727,0.071094,24.266562,0.685440,11.340574,62.601330,0.047481,0.014421
33,0.122646,0.068499,24.697094,0.700577,11.450096,51.202522,0.030156,0.011174
34,0.122426,0.073682,23.907225,0.681226,11.476797,57.042381,0.036288,0.013063
35,0.122271,0.070069,24.505335,0.683002,11.613086,50.594532,0.026301,0.009947
36,0.122147,0.079594,23.507788,0.661764,11.560512,60.085365,0.040886,0.013042
37,0.122377,0.069113,24.601093,0.705090,11.784208,59.855629,0.038844,0.013013
38,0.122022,0.075693,23.466143,0.652921,11.476349,53.189743,0.032688,0.010977
39,0.122208,0.077294,23.478331,0.662885,11.870261,62.736168,0.042837,0.014465
40,0.122002,0.076358,23.646435,0.659588,11.567855,54.804241,0.033615,0.012396
41,0.122197,0.079207,23.515240,0.668583,12.014151,50.269047,0.025745,0.010660
42,0.121753,0.069604,24.472158,0.698973,11.156562,53.498085,0.032896,0.011248
43,0.122403,0.073887,23.995230,0.677217,11.443707,54.438656,0.031594,0.011321
44,0.122137,0.069899,24.449957,0.703232,11.382427,48.301468,0.024390,0.008607
45,0.121623,0.070200,24.430578,0.692954,11.225598,53.341442,0.028755,0.009846
46,0.122205,0.070048,24.499578,0.695693,11.472952,53.535019,0.033716,0.012387
47,0.121831,0.067732,24.868664,0.706188,11.217736,54.078300,0.036420,0.014667
48,0.121781,0.068763,24.608355,0.698610,11.418611,55.553997,0.034621,0.011655
49,0.121807,0.069862,24.613642,0.703246,11.408869,63.938145,0.046998,0.015109
50,0.121855,0.075922,23.761950,0.665780,11.692851,55.723782,0.036844,0.010700
test,,0.110067,20.599216,0.567021,15.892677,114.550644,0.123617,0.017095
