epoch,train_l1,val_l1
1,0.44033316214867724,0.5524680030842622
2,0.4169391884754218,0.6453861507276694
3,0.41009904888286247,0.5980380289256573
4,0.4061065423814907,0.5676759704947472
5,0.4021867971422382,0.7091261831422647
6,0.39725528065054144,0.6382907852530479
7,0.3947090743855514,0.5799383843938509
8,0.3923185701881136,0.5644319653511047
9,0.3879963076331018,0.6247116476297379
10,0.38287149735266207,0.590673482666413
11,0.3808019202577705,0.6062585624555746
12,0.3755203848246668,0.6443662544091543
13,0.3729523329251823,0.6138376990954081
14,0.3677555237933819,0.6168882300456365
15,0.3632190761263253,0.6405328388015429
16,0.3583673098815967,0.604507869730393
17,0.3545567415898941,0.660089603314797
18,0.3487972891791364,0.6088733064631621
19,0.3468611309658169,0.6064416778584322
20,0.34183309660827527,0.6303896481792132
21,0.3397293196908205,0.6512888049085935
22,0.33594232384089284,0.6651427497466406
23,0.33223200154074184,0.6379384386042753
24,0.3302860342716445,0.6145134729643663
25,0.32749054664680494,0.6315342498322328
26,0.3261677709340491,0.6320711647470793
27,0.3252688630089268,0.6314000263810158
28,0.32204504913936177,0.6306500832239786
29,0.3218451178080863,0.6144092753529549
30,0.32000934376230844,0.6288398616015911
31,0.31593022830522594,0.6136189388732115
32,0.31698565760876035,0.6041694370408853
33,0.3169939820360244,0.6073495460053285
34,0.31193792131626913,0.6020526587963104
35,0.31266611751683704,0.6092934062083563
36,0.30876344648261816,0.6416563329597315
37,0.3087612075133541,0.6409071435530981
38,0.30955956879767654,0.6068399362266064
39,0.3068662983315192,0.592934750020504
40,0.31009408674558375,0.6287870866556963
41,0.3050819388143631,0.6428611104687055
42,0.3050320345288976,0.6034972667694092
43,0.30344460982244803,0.6195583579440912
44,0.3028617329389485,0.5827282592654228
45,0.3028376267599138,0.6179627937575182
46,0.2994346042584619,0.6041703025499979
47,0.300629014851617,0.6069127942125002
48,0.2983343755342154,0.6030087620019913
49,0.3017025235735002,0.609902506073316
50,0.2967554502433441,0.6242168446381887
