Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.439035,0.537512,9.635120,0.171610,51.920658,496.123413,0.652355,0.040227
2,0.417515,0.576582,9.456681,0.167009,55.613201,538.205078,0.760679,0.030443
3,0.411363,0.561890,9.764354,0.168420,48.105816,465.346405,0.627694,0.021247
4,0.406973,0.524218,10.168250,0.204728,45.845675,476.801819,0.640740,0.022524
5,0.402588,0.598657,9.262113,0.171838,43.459437,377.726440,0.475624,0.017927
6,0.399834,0.580173,9.492102,0.164456,45.394268,451.813019,0.581488,0.023983
7,0.396906,0.570689,9.583113,0.144767,41.712545,364.828308,0.434030,0.017120
8,0.396005,0.599784,9.153203,0.141001,45.921718,406.856232,0.507896,0.019785
9,0.393795,0.570989,9.446854,0.129620,50.786334,517.289185,0.733837,0.029713
10,0.391974,0.539961,9.968381,0.185055,44.482609,359.515350,0.452610,0.019863
11,0.389112,0.584075,9.439396,0.128971,45.719261,467.063690,0.624962,0.020117
12,0.388018,0.613984,8.949305,0.105046,46.002748,374.768463,0.455994,0.017649
13,0.384589,0.525891,10.208475,0.185588,39.671976,311.836884,0.366766,0.015263
14,0.380466,0.527105,10.162305,0.140673,39.691261,431.251770,0.573705,0.016803
15,0.376312,0.553687,9.761544,0.158309,42.348285,407.437317,0.517250,0.019207
16,0.377146,0.611335,9.013648,0.160178,41.162387,331.893707,0.367776,0.017852
17,0.372516,0.528877,10.229090,0.189498,40.598531,344.332092,0.408422,0.016204
18,0.369560,0.499956,10.580232,0.164948,39.185521,331.021515,0.375429,0.015025
19,0.368270,0.575366,9.449829,0.124122,46.494756,452.821106,0.622911,0.024093
20,0.366618,0.507007,10.311022,0.178978,42.954690,368.662079,0.465747,0.016769
21,0.362061,0.515240,10.419778,0.189121,42.169543,324.504150,0.369944,0.014808
22,0.359529,0.553985,9.695991,0.142589,45.574428,424.499573,0.558389,0.023403
23,0.357768,0.474132,10.990613,0.192896,36.891718,270.478729,0.292479,0.013888
24,0.351914,0.517543,10.264487,0.196417,38.732997,277.610931,0.299361,0.013874
25,0.349880,0.559501,9.609871,0.116718,43.474421,315.751526,0.364285,0.015516
26,0.347237,0.527794,10.103112,0.181364,41.554615,322.237671,0.373454,0.014429
27,0.346377,0.511298,10.318992,0.130744,44.197597,373.128113,0.471201,0.014899
28,0.343198,0.499093,10.546144,0.203877,42.984925,284.302856,0.303118,0.013714
29,0.340699,0.498330,10.581057,0.213059,42.163005,314.746887,0.342792,0.014828
30,0.337919,0.522603,10.064063,0.184554,46.851444,326.680878,0.381251,0.017448
31,0.335966,0.511619,10.273595,0.144672,40.700393,305.066681,0.343037,0.018783
32,0.332308,0.543056,9.868259,0.202114,42.077603,313.016083,0.342086,0.019712
33,0.333447,0.566388,9.399442,0.185781,47.406507,357.938721,0.424199,0.015693
34,0.332749,0.534409,9.935861,0.172083,45.075813,291.517700,0.299602,0.011716
35,0.327006,0.514098,10.228081,0.134001,48.578792,376.446167,0.461606,0.015977
36,0.327586,0.495952,10.551545,0.181576,40.667216,309.883850,0.341477,0.013583
37,0.325276,0.506228,10.367013,0.182477,40.676008,321.533020,0.360973,0.016498
38,0.326630,0.537445,9.926406,0.174941,42.831873,284.775391,0.295302,0.013319
39,0.326439,0.459789,11.029788,0.178496,44.178688,356.364838,0.427095,0.016750
40,0.320325,0.525398,10.045219,0.140657,48.738867,392.566345,0.472933,0.021181
41,0.321519,0.520828,10.025314,0.162504,43.762013,279.881561,0.289720,0.014307
42,0.320465,0.493562,10.523728,0.195977,43.018709,352.239471,0.416476,0.019261
43,0.316701,0.503265,10.450255,0.211934,42.997175,286.698425,0.291698,0.014454
44,0.317010,0.498688,10.387053,0.205585,42.921289,288.810333,0.310193,0.013002
45,0.313832,0.504109,10.435502,0.203789,41.585498,278.328156,0.287702,0.015404
46,0.314633,0.507999,10.293845,0.211872,41.980309,291.136017,0.310909,0.014045
47,0.313965,0.519539,10.206837,0.184363,40.381794,273.253998,0.288867,0.016883
48,0.311615,0.501767,10.418365,0.209023,43.135474,311.572937,0.339949,0.019088
49,0.313327,0.485395,10.656675,0.202355,45.037959,276.132446,0.276506,0.011065
50,0.310371,0.507090,10.296862,0.162937,45.184774,339.429962,0.365517,0.014527
test,,0.457137,11.010245,0.187377,44.889778,278.811951,0.273233,0.012427
