Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.157115,0.086582,23.905125,0.586029,16.072188,177.371780,0.219226,0.022582
2,0.132526,0.084457,23.846989,0.600103,15.881321,183.411255,0.226167,0.021334
3,0.130251,0.081849,24.095982,0.600005,15.659879,129.635895,0.148175,0.021770
4,0.128137,0.081889,23.902708,0.598100,15.432595,111.009087,0.122699,0.019472
5,0.127306,0.083177,23.857876,0.595297,15.756026,112.490829,0.127475,0.016112
6,0.126568,0.088928,23.161287,0.575782,15.913383,71.773552,0.066370,0.010673
7,0.126303,0.083011,23.788656,0.589054,15.135442,59.459366,0.050861,0.008274
8,0.125700,0.084237,23.610689,0.590082,15.549691,55.505951,0.044246,0.007692
9,0.125473,0.086627,23.403057,0.579269,15.514775,53.616871,0.040638,0.008641
10,0.125412,0.091950,23.059826,0.577755,15.492686,49.820408,0.037766,0.011846
11,0.125274,0.083922,23.567173,0.588694,15.360438,45.220879,0.029012,0.007488
12,0.125103,0.084586,23.624601,0.592128,15.210234,63.653717,0.055675,0.013450
13,0.124404,0.086549,23.391409,0.582631,15.389769,52.269215,0.040690,0.009317
14,0.124581,0.083561,23.669355,0.593757,15.425849,45.590401,0.031235,0.007424
15,0.124099,0.083357,23.626764,0.590627,15.400184,49.848007,0.035728,0.006754
16,0.123838,0.085539,23.409599,0.585924,15.868383,46.448051,0.031078,0.007727
17,0.123937,0.084941,23.482353,0.582951,15.367983,48.970123,0.033360,0.009464
18,0.123610,0.085362,23.414864,0.581134,15.589545,50.635059,0.036050,0.007686
19,0.123473,0.083534,23.596859,0.590407,15.094889,54.887222,0.042830,0.007824
20,0.123502,0.086045,23.460840,0.581135,14.736737,47.400784,0.031304,0.007221
21,0.123369,0.091112,22.996180,0.567719,15.376050,58.364437,0.048122,0.011290
22,0.122980,0.088685,23.291845,0.578267,14.937121,61.661766,0.052521,0.015533
23,0.122939,0.085623,23.530304,0.582164,14.898866,46.093807,0.030477,0.006757
24,0.122860,0.093889,22.829044,0.566280,16.038858,60.293861,0.048263,0.010239
25,0.122636,0.084971,23.445885,0.587050,14.963901,49.752769,0.034724,0.010640
26,0.122735,0.087214,23.404114,0.578420,15.233230,50.266983,0.036043,0.009009
27,0.122603,0.091492,23.037271,0.570183,15.440470,50.739647,0.036215,0.010437
28,0.122212,0.088905,23.215351,0.573613,15.217137,48.779182,0.033386,0.007900
29,0.122341,0.084671,23.607609,0.585743,15.686129,55.523106,0.043308,0.010418
30,0.122094,0.092278,22.973255,0.571657,15.423929,55.374969,0.040870,0.009234
31,0.121847,0.084614,23.494608,0.582635,14.864572,51.087219,0.036203,0.008142
32,0.122038,0.091547,22.975618,0.567428,15.783980,54.254848,0.039348,0.009014
33,0.121922,0.088532,23.206333,0.565710,15.254605,51.652084,0.035652,0.006834
34,0.121873,0.086626,23.375439,0.572772,15.617776,52.374592,0.037339,0.006864
35,0.121814,0.086318,23.394304,0.576453,14.781383,49.455589,0.032304,0.007356
36,0.121854,0.085473,23.382587,0.583769,15.219814,50.703831,0.034376,0.008365
37,0.121734,0.088466,23.186855,0.571594,15.193185,48.080254,0.031224,0.008636
38,0.121885,0.086202,23.362934,0.583034,15.180558,50.960434,0.036308,0.009956
39,0.121876,0.085990,23.429111,0.571579,14.969141,52.569149,0.036253,0.007621
40,0.121653,0.089150,23.212788,0.571843,15.224979,53.366867,0.039023,0.010124
41,0.121500,0.091529,22.980181,0.554050,15.335084,54.746635,0.041056,0.010197
42,0.121488,0.086814,23.352301,0.575663,15.279220,49.970413,0.034390,0.008193
43,0.121611,0.086731,23.340517,0.575418,15.040369,43.634956,0.025510,0.006502
44,0.121371,0.088716,23.252266,0.569155,14.913573,51.755226,0.035641,0.007362
45,0.121231,0.094061,22.766022,0.557827,15.628797,59.757847,0.048746,0.011378
46,0.121504,0.093886,22.833084,0.560456,15.749798,49.178417,0.033080,0.008218
47,0.121296,0.088910,23.188433,0.571491,15.329013,44.423023,0.028582,0.007488
48,0.121398,0.088757,23.258633,0.567993,14.925982,49.488110,0.035239,0.008773
49,0.121473,0.090520,23.134491,0.568031,15.061036,46.393845,0.028392,0.007502
50,0.121090,0.087256,23.327839,0.573669,15.813000,50.468742,0.035493,0.009483
test,,0.113308,20.441931,0.573216,15.929719,106.956139,0.114621,0.018189
