epoch,train_l1,val_l1
1,0.45527145984061995,0.5571597484605653
2,0.4259167285602766,0.5354970544576645
3,0.4213786060179232,0.5453455043690545
4,0.4159110764638744,0.5431673462901797
5,0.4125132765243534,0.5029049824391093
6,0.4108483050289398,0.5241780132055283
7,0.40793204058907456,0.5319614612630436
8,0.4053649127803059,0.6093739739486149
9,0.4029740649980356,0.4992009103298187
10,0.39900789732231146,0.5795157232454845
11,0.39602261406055367,0.5945578600679126
12,0.39126302177559347,0.6428672830973353
13,0.38591002493528415,0.5568296398435321
14,0.3814202459691108,0.6513845335159983
15,0.3770371008580007,0.6196118933813912
16,0.3706499121381643,0.606915356857436
17,0.366277923556633,0.6371060641748565
18,0.36090977795430956,0.5979570810283933
19,0.3560782668577048,0.7033913603850773
20,0.35164073345843033,0.5806945115327835
21,0.3463082048904342,0.6586317473224231
22,0.3443997769979527,0.6411130045141492
23,0.34087130667128923,0.6203984724623817
24,0.3375664947374643,0.5650257159556661
25,0.3339099103453901,0.6487704196146556
26,0.33338304094890303,0.6360245496034622
27,0.32947213660050917,0.6909027312483106
28,0.3278588440016143,0.6467628670590264
29,0.32584986830389967,0.661447103534426
30,0.3229844252688808,0.6123796477913857
31,0.32190116802152774,0.5794012770056725
32,0.32189349865671846,0.5893965980836323
33,0.3211799455946478,0.640822742666517
34,0.3163258941784164,0.6155272945761681
35,0.3180678860507506,0.5801150671073368
36,0.31653509685976144,0.6891618264572961
37,0.3154141532969844,0.5965260214039257
38,0.31386030606561394,0.6529279063854899
39,0.3154334222478293,0.6436899698206356
40,0.312517841778367,0.6675734402877944
41,0.31089977394341,0.6777589395642281
42,0.3119379002623109,0.6106322609952518
43,0.3094466288215497,0.6874472584043231
44,0.31016644877209565,0.6389053910970688
45,0.30567824654059134,0.6200017375605447
46,0.30694321119831486,0.6729380605476243
47,0.30395742625672995,0.6541790046862194
48,0.30534831902480664,0.6233485074979919
49,0.30697148850052236,0.6240179432289941
50,0.3015683161469978,0.6829763938273702
