Epoch,Train_L1,Val_L1,PSNR,SSIM,LPIPS,FID,KID_Mean,KID_Std
1,0.455271,0.557160,9.416069,0.145704,53.537199,466.190491,0.615682,0.032733
2,0.425917,0.535497,9.726782,0.161284,50.121614,459.158936,0.602795,0.031608
3,0.421379,0.545346,9.515500,0.169764,50.882691,343.923248,0.393798,0.022770
4,0.415911,0.543167,9.491643,0.132152,50.097655,374.643677,0.441345,0.024276
5,0.412513,0.502905,10.077511,0.154263,50.566735,481.697418,0.664735,0.030381
6,0.410848,0.524178,9.656371,0.151691,47.672166,385.453888,0.486708,0.024038
7,0.407932,0.531961,9.492233,0.164054,48.245856,309.727783,0.358941,0.021659
8,0.405365,0.609374,8.534543,0.143052,48.496693,294.984222,0.322339,0.020799
9,0.402974,0.499201,9.995640,0.174192,43.091347,293.340302,0.322157,0.025448
10,0.399008,0.579516,8.807409,0.151102,43.485745,266.667236,0.296143,0.021630
11,0.396023,0.594558,8.636297,0.149743,44.883041,238.313644,0.239120,0.016764
12,0.391263,0.642867,8.122941,0.143016,45.709282,284.609589,0.326198,0.025086
13,0.385910,0.556830,9.033453,0.161278,47.847720,351.747192,0.425637,0.032532
14,0.381420,0.651385,8.131439,0.133387,45.810980,309.553192,0.353294,0.026488
15,0.377037,0.619612,8.259752,0.102400,50.585181,362.646942,0.438247,0.027423
16,0.370650,0.606915,8.376639,0.146122,47.315031,340.588867,0.400562,0.028390
17,0.366278,0.637106,8.101412,0.121558,46.057956,329.881989,0.383363,0.025731
18,0.360910,0.597957,8.567019,0.173067,48.232312,257.211121,0.264287,0.020695
19,0.356078,0.703391,7.355220,0.144464,49.906851,267.014893,0.283312,0.023467
20,0.351641,0.580695,8.790510,0.112978,47.284012,415.953766,0.551531,0.038542
21,0.346308,0.658632,7.867199,0.138842,46.058904,399.222473,0.509582,0.036313
22,0.344400,0.641113,8.065347,0.159602,44.854727,256.569031,0.269357,0.024360
23,0.340871,0.620398,8.313183,0.164490,50.785083,288.476532,0.312363,0.024232
24,0.337566,0.565026,8.855752,0.183365,42.061397,365.316132,0.460509,0.039694
25,0.333910,0.648770,7.960623,0.158288,43.150703,278.015839,0.313107,0.023993
26,0.333383,0.636025,8.048903,0.165437,46.987624,294.532867,0.322961,0.025046
27,0.329472,0.690903,7.594875,0.164261,51.091214,353.621124,0.422303,0.037203
28,0.327859,0.646763,7.963315,0.123609,45.655431,342.995422,0.413038,0.025062
29,0.325850,0.661447,7.912100,0.152935,47.436662,353.561218,0.438974,0.029232
30,0.322984,0.612380,8.390482,0.173798,47.445401,406.140076,0.519870,0.035856
31,0.321901,0.579401,8.805935,0.201141,44.995758,296.229370,0.324634,0.023184
32,0.321893,0.589397,8.676297,0.178797,46.508069,333.525452,0.394236,0.030390
33,0.321180,0.640823,8.039540,0.157187,46.284567,346.325806,0.424700,0.039443
34,0.316326,0.615527,8.313575,0.158305,45.458935,349.802795,0.421674,0.031412
35,0.318068,0.580115,8.811348,0.171216,46.696299,346.278809,0.427460,0.029122
36,0.316535,0.689162,7.574956,0.159527,46.370022,263.643677,0.286295,0.022161
37,0.315414,0.596526,8.605713,0.184458,49.601426,332.820221,0.386626,0.029496
38,0.313860,0.652928,7.989998,0.160605,44.988118,320.548126,0.378879,0.026787
39,0.315433,0.643690,8.113835,0.166947,45.725962,248.919891,0.249740,0.018990
40,0.312518,0.667573,7.757358,0.138500,47.156964,420.220367,0.579987,0.044727
41,0.310900,0.677759,7.689889,0.152491,50.345122,352.036133,0.432813,0.031003
42,0.311938,0.610632,8.386362,0.169861,47.312575,379.400208,0.493973,0.040254
43,0.309447,0.687447,7.583548,0.145636,49.535190,308.241913,0.321562,0.030474
44,0.310166,0.638905,8.067926,0.172438,45.674412,411.901581,0.522346,0.048974
45,0.305678,0.620002,8.234322,0.194258,50.212546,299.033569,0.329388,0.029035
46,0.306943,0.672938,7.746354,0.162225,46.896512,302.656494,0.321741,0.026366
47,0.303957,0.654179,7.879567,0.176124,47.752998,302.496429,0.330855,0.029432
48,0.305348,0.623349,8.242349,0.179459,46.725360,378.871674,0.467294,0.040435
49,0.306971,0.624018,8.257231,0.194419,45.954660,369.204620,0.443316,0.041766
50,0.301568,0.682976,7.623609,0.157981,49.338046,303.304565,0.339572,0.029922
test,,0.572928,9.405708,0.165492,46.835780,309.413116,0.293929,0.016952
