,SAR-QXSLAB,OPT-QXSLAB,HE,IHC,CT,T1,T2,SAR-SEN12,OPT-SEN12,ImageNet-1k
SAR-QXSLAB,0.0,0.18092709810433044,0.106361463363029,0.1135345124172021,0.12296182003206044,0.1344584598858724,0.18407160817423504,0.2014902687570726,0.16008403554338813,0.13570934209260505
OPT-QXSLAB,0.18092709810433044,0.0,0.12591084993337526,0.17701136147036,0.1533285969058343,0.1450295219859086,0.1964695641105145,0.21111329599792933,0.28389113433588886,0.16596794117558092
HE,0.106361463363029,0.12591084993337526,0.0,0.16256404676459077,0.11290559017847596,0.12743000737786236,0.15047848179929377,0.10899350959284367,0.1282030301564123,0.1277499071355906
IHC,0.1135345124172021,0.17701136147036,0.16256404676459077,0.0,0.1746743299279578,0.17890168815123683,0.21315792948251408,0.12619238646866546,0.12575114816977465,0.1793433797661837
CT,0.12296182003206044,0.1533285969058343,0.11290559017847596,0.1746743299279578,0.0,0.14460052320915895,0.14928310780117035,0.14982326618987904,0.15572921155502753,0.15013693222591648
T1,0.1344584598858724,0.1450295219859086,0.12743000737786236,0.17890168815123683,0.14460052320915895,0.0,0.1945288480913542,0.1484651523991906,0.15497057315583818,0.16533359496681904
T2,0.18407160817423504,0.1964695641105145,0.15047848179929377,0.21315792948251408,0.14928310780117035,0.1945288480913542,0.0,0.16301260874152454,0.19231700630654913,0.1581706744213977
SAR-SEN12,0.2014902687570726,0.21111329599792933,0.10899350959284367,0.12619238646866546,0.14982326618987904,0.1484651523991906,0.16301260874152454,0.0,0.20263107714801187,0.13628824099082681
OPT-SEN12,0.16008403554338813,0.28389113433588886,0.1282030301564123,0.12575114816977465,0.15572921155502753,0.15497057315583818,0.19231700630654913,0.20263107714801187,0.0,0.20401637960180455
ImageNet-1k,0.13570934209260505,0.16596794117558092,0.1277499071355906,0.1793433797661837,0.15013693222591648,0.16533359496681904,0.1581706744213977,0.13628824099082681,0.20401637960180455,0.0
