,SAR-QXSLAB,OPT-QXSLAB,HE,IHC,CT,T1,T2,SAR-SEN12,OPT-SEN12,ImageNet-1k
SAR-QXSLAB,0.0,22.228649082790277,23.068089000392465,20.40598076451355,25.288460244263597,25.172113591980615,26.141537976881413,15.480804049769784,20.089678628491377,28.00937492719031
OPT-QXSLAB,22.228649082790277,0.0,24.29988297318079,22.766833257254895,26.537957068579516,26.79175649973445,27.914765864016815,21.9284421963731,21.90258053365048,26.971685249821505
HE,23.068089000392465,24.29988297318079,0.0,20.99214619616878,26.63947812626847,26.49401405836249,27.563255389084674,23.51579638568769,22.608098393907106,27.78604041443763
IHC,20.40598076451355,22.766833257254895,20.99214619616878,0.0,26.96514874065748,26.831735634496297,27.95183177296859,20.02601970558226,20.522231944860337,27.78245523506855
CT,25.288460244263597,26.537957068579516,26.63947812626847,26.96514874065748,0.0,22.608949890885807,23.233594398693093,26.076262274707233,26.237815578149124,28.79806717579347
T1,25.172113591980615,26.79175649973445,26.49401405836249,26.831735634496297,22.608949890885807,0.0,21.943284057212676,25.961461172557073,25.987282906517535,28.958810757409307
T2,26.141537976881413,27.914765864016815,27.563255389084674,27.95183177296859,23.233594398693093,21.943284057212676,0.0,27.2255752047111,27.177133491506943,29.82003021239425
SAR-SEN12,15.480804049769784,21.9284421963731,23.51579638568769,20.02601970558226,26.076262274707233,25.961461172557073,27.2255752047111,0.0,18.655399468822203,28.1423524739829
OPT-SEN12,20.089678628491377,21.90258053365048,22.608098393907106,20.522231944860337,26.237815578149124,25.987282906517535,27.177133491506943,18.655399468822203,0.0,27.409624522633997
ImageNet-1k,28.00937492719031,26.971685249821505,27.78604041443763,27.78245523506855,28.79806717579347,28.958810757409307,29.82003021239425,28.1423524739829,27.409624522633997,0.0
