,SAR-QXSLAB,OPT-QXSLAB,HE,IHC,CT,T1,T2,SAR-SEN12,OPT-SEN12,ImageNet-1k
SAR-QXSLAB,0.0,0.4977554151931934,0.5407607817906444,0.5102753824422197,0.4717043269497484,0.4847992400543714,0.47608724454063245,0.32028442523221284,0.4596742629046394,0.5597388451058557
OPT-QXSLAB,0.4977554151931934,0.0,0.5166449319075983,0.5311699991119178,0.4747566916407282,0.5002185789556273,0.5043817555211059,0.5870418411976908,0.4505905755385868,0.4211621879680333
HE,0.5407607817906444,0.5166449319075983,0.0,0.3944323065010017,0.4806953423287266,0.4850876123804913,0.4913485474583203,0.6529647993470529,0.4941932295233669,0.4940923012506559
IHC,0.5102753824422197,0.5311699991119178,0.3944323065010017,0.0,0.5485141531255596,0.5597933224416279,0.5599372377319358,0.6032300968173767,0.4887053682720627,0.5390452610626149
CT,0.4717043269497484,0.4747566916407282,0.4806953423287266,0.5485141531255596,0.0,0.23832653637961868,0.24149354534601564,0.5507181781356099,0.493409635220766,0.43832712364728754
T1,0.4847992400543714,0.5002185789556273,0.4850876123804913,0.5597933224416279,0.23832653637961868,0.0,0.16057539580225522,0.5732943765894873,0.5009636471133256,0.45296044822084996
T2,0.47608724454063245,0.5043817555211059,0.4913485474583203,0.5599372377319358,0.24149354534601564,0.16057539580225522,0.0,0.5746971689580664,0.5031754735446518,0.4545660356621882
SAR-SEN12,0.32028442523221284,0.5870418411976908,0.6529647993470529,0.6032300968173767,0.5507181781356099,0.5732943765894873,0.5746971689580664,0.0,0.48472074735660114,0.6293752800395005
OPT-SEN12,0.4596742629046394,0.4505905755385868,0.4941932295233669,0.4887053682720627,0.493409635220766,0.5009636471133256,0.5031754735446518,0.48472074735660114,0.0,0.48348613519155864
ImageNet-1k,0.5597388451058557,0.4211621879680333,0.4940923012506559,0.5390452610626149,0.43832712364728754,0.45296044822084996,0.4545660356621882,0.6293752800395005,0.48348613519155864,0.0
