,SAR-QXSLAB,OPT-QXSLAB,HE,IHC,CT,T1,T2,SAR-SEN12,OPT-SEN12,ImageNet-1k
SAR-QXSLAB,0.0,0.1607801539096194,0.10135994541975829,0.1807273486271914,0.12812738073249924,0.12822446343542956,0.13809603673820262,0.14242133094407555,0.15162032562045338,0.14075334392149205
OPT-QXSLAB,0.1607801539096194,0.0,0.11804704204338128,0.16010366816945998,0.13222803032022162,0.12204540197884081,0.1586764318106274,0.18669034884180463,0.18568650032012507,0.15360117568990386
HE,0.10135994541975829,0.11804704204338128,0.0,0.1289511166038685,0.11830304433630258,0.11473322778814671,0.12567295976844017,0.09170325870652395,0.10443870918208092,0.12865004444787828
IHC,0.1807273486271914,0.16010366816945998,0.1289511166038685,0.0,0.12778140656342168,0.13482436083041388,0.13457167932727854,0.20656454036121605,0.20440261084738864,0.13559626322470136
CT,0.12812738073249924,0.13222803032022162,0.11830304433630258,0.12778140656342168,0.0,0.12029688535236428,0.10761521014341312,0.13984119145927174,0.11779560108131717,0.12695073551605282
T1,0.12822446343542956,0.12204540197884081,0.11473322778814671,0.13482436083041388,0.12029688535236428,0.0,0.08838918575442423,0.13466591174779152,0.1366569840671426,0.1346034089400615
T2,0.13809603673820262,0.1586764318106274,0.12567295976844017,0.13457167932727854,0.10761521014341312,0.08838918575442423,0.0,0.1499730809257334,0.12551740046284574,0.14108853080018272
SAR-SEN12,0.14242133094407555,0.18669034884180463,0.09170325870652395,0.20656454036121605,0.13984119145927174,0.13466591174779152,0.1499730809257334,0.0,0.1877963212471409,0.14936617529919216
OPT-SEN12,0.15162032562045338,0.18568650032012507,0.10443870918208092,0.20440261084738864,0.11779560108131717,0.1366569840671426,0.12551740046284574,0.1877963212471409,0.0,0.13610135887023464
ImageNet-1k,0.14075334392149205,0.15360117568990386,0.12865004444787828,0.13559626322470136,0.12695073551605282,0.1346034089400615,0.14108853080018272,0.14936617529919216,0.13610135887023464,0.0
