epoch,train_l1,val_l1
1,0.15929524653224403,0.08429029505503804
2,0.1360352587517008,0.08579041906877567
3,0.1338830506085006,0.08795747553047381
4,0.13198179935916335,0.08736232315239154
5,0.13054669285910384,0.09217320519842599
6,0.12971728353871356,0.08420074142907795
7,0.1298337273658927,0.08417620117727079
8,0.12939753030696807,0.0834929927399284
9,0.12894977241026737,0.09642070845553749
10,0.12882405968293145,0.085300880435266
11,0.1286895265178749,0.08441816211531036
12,0.12823547721002426,0.08905533132584471
13,0.12801892838499734,0.08743746147343986
14,0.12775887234011662,0.09546611948232901
15,0.12749125047090581,0.08654570814810301
16,0.12711047572908957,0.08608784957935936
17,0.12689307658147572,0.09748180014522452
18,0.12650912147745463,0.0916663578858501
19,0.1267651645472517,0.09475453021494966
20,0.1262755667278747,0.09399179643706272
21,0.1260995036626728,0.09296586344900884
22,0.12583378591366537,0.09508818995795752
23,0.12540147560383277,0.08901958245980113
24,0.1256010702664806,0.09546459230937455
25,0.12547867407855498,0.09405400917718285
26,0.12586617258913307,0.09332607490451712
27,0.12510931057973287,0.08916080096050312
28,0.1256932159751635,0.093807035174809
29,0.12542083356051276,0.08931439958120647
30,0.12509446184785947,0.08784760142627515
31,0.1252335439725973,0.08996872368611787
32,0.12524550352140598,0.0925389112610566
33,0.12497145117598171,0.09228822706561339
34,0.12485917774714302,0.0922338668453066
35,0.12480443347485722,0.09053855448176987
36,0.12514594574700913,0.0932850714184736
37,0.12462604311793464,0.09212184756209976
38,0.12484344164039018,0.08805689352907632
39,0.12443882198951807,0.09331459689297174
40,0.12469848036840699,0.09063214298925902
41,0.12459167574737023,0.09765691388594477
42,0.12498007552860375,0.09286588959788021
43,0.12411558747982038,0.09211116362559169
44,0.12477636699312242,0.09163867035194447
45,0.12443750610128372,0.09541283214562818
46,0.12423692004021511,0.09158237729417651
47,0.12425861050448868,0.0903507288741438
48,0.12421037641609917,0.08953679431425898
49,0.12438254457715905,0.09387952657906633
50,0.12408912820775359,0.09253351057046338
